CHURN,GENDER,STATUS,CAROWNER,PAYMETHOD,LOCALBILLTYPE,LONGDISTANCEBILLTYPE,CHILDREN,ESTINCOME,AGE,DROPPED,RATEPLAN,LONGDISTANCE,INTERNATIONAL,LOCAL,USAGE,PHASE
T,M,S,N,CC,Budget,Standard,2,43634.5,22.0,0,4,29.0,9.0,104.0,143.0,Adult
T,F,S,N,Auto,Budget,Standard,1,13109.1,63.0,0,3,22.0,0.0,40.0,62.0,Adult
F,M,S,Y,CC,Budget,Standard,2,21021.6,63.0,0,2,3.0,0.0,11.0,14.0,Adult
T,M,S,Y,CC,FreeLocal,Standard,0,74460.7,55.0,0,3,25.0,0.0,179.0,206.0,Adult
T,F,S,N,Auto,Budget,Standard,2,28787.4,42.0,0,3,27.0,0.0,58.0,86.0,Adult
F,M,M,N,CC,Budget,Intnl_discount,1,13091.6,59.0,0,1,22.0,0.0,20.0,43.0,Adult
F,F,M,Y,Auto,FreeLocal,Standard,2,62061.8,46.0,0,1,29.0,0.0,52.0,82.0,Adult
T,F,M,Y,CC,Budget,Standard,1,20550.9,22.0,0,3,27.0,0.0,57.0,85.0,Adult
F,M,M,Y,CC,FreeLocal,Standard,0,47870.8,27.0,0,2,0.0,1.0,12.0,13.0,Adult
F,M,M,Y,CC,FreeLocal,Standard,2,91272.2,25.0,0,3,26.0,0.0,13.0,40.0,Adult
F,F,S,N,Auto,Budget,Standard,0,73228.3,53.0,0,2,22.0,0.0,28.0,50.0,Adult
T,M,M,N,CH,FreeLocal,Standard,1,64792.3,52.0,0,2,13.0,1.0,36.0,51.0,Adult
F,M,M,Y,CC,FreeLocal,Standard,2,57360.8,53.0,0,4,10.0,0.0,57.0,67.0,Adult
T,F,S,Y,Auto,Budget,Standard,2,14578.8,61.0,0,1,11.0,0.0,95.0,107.0,Adult
F,F,M,Y,CC,Budget,Standard,2,87578.2,53.0,0,2,0.0,0.0,22.0,22.0,Adult
F,M,M,N,CC,Budget,Intnl_discount,1,2067.82,48.0,0,1,15.0,0.0,70.0,85.0,Adult
F,M,M,Y,Auto,FreeLocal,Standard,2,30665.2,23.0,0,1,5.0,8.0,63.0,77.0,Adult
F,F,M,Y,Auto,FreeLocal,Intnl_discount,1,83287.0,47.0,0,1,6.0,0.0,30.0,37.0,Adult
F,F,M,Y,CH,FreeLocal,Intnl_discount,1,98680.4,42.0,0,4,17.0,0.0,8.0,26.0,Adult
F,F,M,Y,CC,Budget,Standard,1,95620.3,43.0,0,1,10.0,0.0,93.0,104.0,Adult
F,F,S,N,Auto,FreeLocal,Intnl_discount,0,85275.0,47.0,0,1,22.0,0.0,151.0,174.0,Adult
F,F,M,Y,CC,FreeLocal,Intnl_discount,1,66921.4,62.0,0,1,15.0,0.0,8.0,24.0,Adult
F,M,M,N,CC,Budget,Intnl_discount,2,47639.1,48.0,0,1,17.0,0.0,39.0,57.0,Adult
T,F,S,N,CC,FreeLocal,Standard,0,39461.0,22.0,1,4,22.0,0.0,103.0,126.0,Adult
F,M,M,Y,CC,Budget,Intnl_discount,1,47371.0,55.0,0,4,4.0,7.0,258.0,270.0,Adult
T,M,S,Y,CH,Budget,Intnl_discount,1,16432.1,21.0,0,2,20.0,8.0,80.0,109.0,Adult
T,F,S,Y,Auto,Budget,Intnl_discount,1,540.4,39.0,0,2,12.0,0.0,7.0,20.0,Adult
F,F,M,N,CC,FreeLocal,Standard,2,80087.7,42.0,0,2,8.0,0.0,22.0,31.0,Adult
F,F,M,N,CC,Budget,Standard,2,59691.3,38.0,0,2,21.0,0.0,256.0,278.0,Adult
T,F,S,Y,CC,FreeLocal,Standard,2,11251.1,53.0,0,4,28.0,0.0,113.0,141.0,Adult
F,F,S,N,CC,Budget,Standard,2,93559.1,58.0,0,4,1.0,0.0,29.0,31.0,Adult
T,F,S,Y,CC,Budget,Standard,2,3416.62,23.0,0,2,18.0,0.0,104.0,123.0,Adult
F,F,S,Y,Auto,FreeLocal,Standard,0,93454.3,49.0,0,1,18.0,0.0,25.0,44.0,Adult
F,M,S,Y,Auto,Budget,Standard,2,60095.2,23.0,0,2,1.0,0.0,116.0,117.0,Adult
T,F,M,N,CH,FreeLocal,Standard,1,6946.07,20.0,0,3,33.0,0.0,8.0,34.0,Adult
F,F,M,Y,CC,Budget,Standard,2,11234.7,49.0,0,1,0.0,0.0,112.0,113.0,Adult
F,M,M,N,Auto,FreeLocal,Standard,0,12387.6,56.0,0,2,0.0,0.0,65.0,93.0,Adult
F,F,M,N,Auto,FreeLocal,Standard,1,82931.3,65.0,0,4,19.0,0.0,118.0,137.0,Adult
F,F,M,N,CH,Budget,Standard,2,57483.9,44.0,0,3,17.0,0.0,27.0,44.0,Adult
T,F,S,N,Auto,FreeLocal,Standard,2,21274.0,46.0,0,1,10.0,0.0,32.0,43.0,Adult
F,F,M,N,CC,FreeLocal,Standard,2,28267.0,30.0,0,4,21.0,0.0,192.0,214.0,Adult
F,F,M,N,CH,Budget,Standard,2,36725.1,56.0,0,4,8.0,9.0,77.0,94.0,Adult
T,M,S,N,CC,Budget,Standard,1,94188.3,58.0,0,4,20.0,0.0,19.0,41.0,Adult
F,F,M,Y,CC,Budget,Standard,2,91861.0,42.0,0,4,15.0,0.0,6.0,22.0,Adult
T,F,S,Y,Auto,FreeLocal,Standard,1,12374.9,33.0,0,3,17.0,0.0,106.0,123.0,Adult
T,F,M,Y,CH,FreeLocal,Standard,2,69133.9,27.0,0,1,8.0,0.0,37.0,46.0,Adult
F,F,M,N,Auto,Budget,Standard,2,30998.8,41.0,0,1,2.0,0.0,50.0,52.0,Adult
F,M,M,N,CC,FreeLocal,Intnl_discount,2,21416.5,36.0,0,4,9.0,9.0,8.0,27.0,Adult
F,F,M,N,Auto,Budget,Standard,2,38215.9,31.0,0,4,0.0,0.0,0.0,0.0,Adult
T,F,M,N,CC,FreeLocal,Standard,1,13829.4,21.0,0,1,35.0,0.0,160.0,176.0,Adult
F,F,M,N,CH,Budget,Intnl_discount,2,49745.3,48.0,0,4,2.0,0.0,24.0,27.0,Adult
F,F,M,Y,CC,FreeLocal,Intnl_discount,2,98003.7,26.0,0,4,1.0,0.0,83.0,84.0,Adult
T,M,S,N,CC,Budget,Intnl_discount,0,89142.7,54.0,0,3,3.0,8.0,5.0,16.0,Adult
F,F,S,N,Auto,FreeLocal,Intnl_discount,0,74530.8,63.0,0,4,20.0,0.0,106.0,127.0,Adult
T,F,S,N,CC,Budget,Standard,0,38000.0,24.0,0,3,39.0,0.0,262.0,265.0,Adult
F,F,M,N,CC,Budget,Intnl_discount,2,76289.2,48.0,0,4,22.0,0.0,82.0,104.0,Adult
T,M,M,N,CC,Budget,Standard,1,66931.9,64.0,0,1,11.0,0.0,5.0,17.0,Adult
F,M,M,Y,CC,FreeLocal,Standard,2,9309.57,25.0,0,1,8.0,0.0,99.0,108.0,Adult
T,F,M,N,Auto,FreeLocal,Intnl_discount,1,32962.6,23.0,0,1,59.0,0.0,26.0,48.0,Adult
T,F,S,N,CC,Budget,Standard,0,43000.0,21.0,0,3,42.0,0.0,61.0,65.0,Adult
T,F,S,N,CC,FreeLocal,Standard,2,37000.0,23.0,0,3,29.0,2.0,38.0,62.0,Adult
F,F,M,N,CC,FreeLocal,Standard,2,90271.6,45.0,0,3,13.0,0.0,96.0,110.0,Adult
F,M,M,Y,CC,Budget,Intnl_discount,1,92148.5,28.0,0,2,4.0,0.0,100.0,113.0,Adult
F,M,S,Y,CC,FreeLocal,Intnl_discount,0,62705.9,33.0,0,2,7.0,0.0,6.0,33.0,Adult
T,M,S,N,CH,FreeLocal,Intnl_discount,1,84978.1,22.0,0,1,5.0,7.0,76.0,88.0,Adult
T,F,M,N,CC,Budget,Intnl_discount,2,36647.9,50.0,0,1,21.0,0.0,85.0,107.0,Adult
T,F,S,N,CH,Budget,Intnl_discount,0,64319.2,41.0,0,1,3.0,0.0,37.0,40.0,Adult
F,F,S,N,Auto,Budget,Intnl_discount,1,73338.0,48.0,0,4,20.0,0.0,9.0,29.0,Adult
T,F,S,N,CC,FreeLocal,Standard,0,433.74,61.0,0,2,3.0,0.0,40.0,44.0,Adult
T,F,M,N,CC,Budget,Standard,0,2031.61,20.0,0,2,21.0,0.0,87.0,109.0,Adult
F,F,S,N,CH,FreeLocal,Standard,2,16938.5,70.0,0,1,13.0,0.0,8.0,22.0,Adult
F,F,M,N,Auto,FreeLocal,Standard,1,8073.11,52.0,0,2,28.0,0.0,60.0,89.0,Adult
F,M,M,Y,CH,Budget,Standard,1,95448.6,54.0,0,4,24.0,0.0,5.0,29.0,Adult
F,M,S,N,CC,Budget,Intnl_discount,2,72084.7,56.0,0,3,29.0,0.0,9.0,38.0,Adult
F,F,S,N,CC,Budget,Standard,0,42760.5,42.0,0,2,13.0,0.0,40.0,53.0,Adult
F,F,S,N,Auto,Budget,Intnl_discount,1,49072.0,43.0,0,3,23.0,0.0,10.0,34.0,Adult
F,F,M,Y,CC,FreeLocal,Standard,0,27371.8,46.0,0,4,16.0,0.0,126.0,142.0,Adult
T,M,M,N,CH,Budget,Standard,0,71472.9,42.0,0,3,16.0,0.0,114.0,130.0,Adult
F,F,M,N,CC,Budget,Standard,0,95405.7,46.0,0,2,7.0,0.0,6.0,13.0,Adult
F,F,S,Y,CC,Budget,Standard,0,95786.8,47.0,0,3,21.0,0.0,87.0,108.0,Adult
T,M,S,N,CH,FreeLocal,Intnl_discount,0,90321.6,55.0,0,4,0.0,0.0,11.0,12.0,Adult
T,M,S,N,CC,FreeLocal,Standard,0,90478.6,55.0,0,3,18.0,0.0,136.0,154.0,Adult
F,F,M,N,CH,Budget,Standard,2,56187.0,48.0,0,2,8.0,0.0,13.0,21.0,Adult
T,F,S,N,CC,Budget,Intnl_discount,1,32098.0,24.0,0,1,23.0,0.0,206.0,229.0,Adult
F,M,M,N,CC,Budget,Intnl_discount,1,75004.5,65.0,0,4,26.0,0.0,32.0,58.0,Adult
F,M,M,N,CC,Budget,Standard,0,19749.3,60.0,0,4,20.0,0.0,13.0,34.0,Adult
F,M,S,Y,CC,Budget,Standard,1,57626.9,44.0,0,3,9.0,0.0,38.0,48.0,Adult
T,F,S,N,CC,Budget,Standard,1,13576.5,39.0,0,1,14.0,0.0,25.0,40.0,Adult
F,F,M,N,CH,Budget,Intnl_discount,2,42031.8,51.0,0,2,20.0,0.0,39.0,59.0,Adult
T,M,S,N,CC,Budget,Standard,2,43634.5,22.0,0,3,29.0,9.0,104.0,143.0,Adult
T,M,S,N,CC,Budget,Standard,1,92647.5,56.0,0,4,16.0,5.0,10.0,32.0,Adult
T,F,S,Y,CC,Budget,Standard,2,21021.6,63.0,0,3,3.0,0.0,11.0,14.0,Adult
T,F,S,N,Auto,Budget,Standard,2,28787.4,42.0,0,1,27.0,0.0,58.0,86.0,Adult
T,F,S,N,Auto,Budget,Standard,2,19131.1,56.0,0,3,22.0,0.0,34.0,57.0,Adult
T,M,S,N,CC,Budget,Standard,2,43634.5,22.0,0,1,29.0,9.0,104.0,143.0,Adult
T,M,S,N,CC,Budget,Standard,1,92647.5,56.0,0,1,16.0,5.0,10.0,32.0,Adult
T,M,S,Y,CC,FreeLocal,Standard,0,74460.7,55.0,0,3,25.0,0.0,179.0,206.0,Adult
F,M,M,N,CC,Budget,Intnl_discount,1,13091.6,59.0,0,2,22.0,0.0,20.0,43.0,Adult
F,F,M,Y,Auto,FreeLocal,Standard,2,62061.8,46.0,0,4,29.0,0.0,52.0,82.0,Adult
T,F,M,Y,CC,Budget,Standard,1,20550.9,22.0,0,4,27.0,0.0,57.0,85.0,Adult
T,F,S,N,Auto,Budget,Standard,2,19131.1,56.0,0,4,22.0,0.0,34.0,57.0,Adult
F,F,S,Y,CH,Budget,Standard,2,6440.46,41.0,0,4,22.0,0.0,27.0,49.0,Adult
F,M,M,N,CC,Budget,Standard,1,63900.9,28.0,0,2,8.0,0.0,39.0,47.0,Adult
F,M,M,N,CC,Budget,Standard,2,28766.9,47.0,0,1,6.0,0.0,58.0,64.0,Adult
F,M,S,N,CC,Budget,Standard,0,72928.2,39.0,0,2,7.0,0.0,196.0,203.0,Adult
T,F,S,Y,CH,Budget,Intnl_discount,0,93322.1,40.0,0,1,29.0,0.0,8.0,38.0,Adult
F,M,M,Y,CC,Budget,Standard,2,49910.7,52.0,0,3,27.0,0.0,23.0,51.0,Adult
T,M,M,Y,CC,FreeLocal,Standard,0,76161.4,45.0,0,1,11.0,0.0,25.0,37.0,Adult
F,M,M,Y,CC,FreeLocal,Standard,2,57360.8,53.0,0,1,10.0,0.0,57.0,67.0,Adult
T,F,S,Y,Auto,Budget,Standard,2,14578.8,61.0,0,2,11.0,0.0,95.0,107.0,Adult
F,F,M,Y,CC,Budget,Standard,2,87578.2,53.0,0,3,0.0,0.0,22.0,22.0,Adult
F,M,M,Y,Auto,FreeLocal,Standard,2,30665.2,23.0,0,1,5.0,8.0,63.0,77.0,Adult
F,F,M,Y,CH,FreeLocal,Intnl_discount,1,98680.4,48.0,0,3,17.0,0.0,8.0,26.0,Adult
F,F,M,Y,CC,Budget,Standard,1,95620.3,53.0,0,3,10.0,0.0,93.0,104.0,Adult
F,F,M,Y,CC,FreeLocal,Intnl_discount,1,66921.4,70.0,0,4,15.0,0.0,8.0,24.0,Adult
F,F,M,Y,Auto,FreeLocal,Standard,1,98453.6,61.0,0,2,13.0,0.0,11.0,25.0,Adult
F,F,S,Y,Auto,Budget,Standard,2,57420.0,52.0,1,3,25.0,0.0,252.0,277.0,Adult
T,M,M,N,CH,FreeLocal,Standard,0,70000.0,55.0,1,1,3.0,3.0,26.0,34.0,Adult
F,M,M,N,CC,Budget,Intnl_discount,2,47639.1,41.0,0,2,17.0,0.0,39.0,57.0,Adult
T,F,S,N,CC,FreeLocal,Standard,0,39461.0,22.0,1,1,22.0,0.0,103.0,126.0,Adult
T,M,S,Y,CH,Budget,Intnl_discount,1,16432.1,21.0,0,1,20.0,8.0,80.0,109.0,Adult
T,F,S,Y,Auto,Budget,Intnl_discount,1,540.4,39.0,0,2,12.0,0.0,7.0,20.0,Adult
F,F,M,N,CC,FreeLocal,Standard,2,80087.7,42.0,0,3,8.0,0.0,22.0,31.0,Adult
F,F,M,N,CC,Budget,Standard,2,59691.3,38.0,0,4,21.0,0.0,256.0,278.0,Adult
T,F,S,Y,CC,FreeLocal,Standard,2,11251.1,41.0,0,2,28.0,0.0,113.0,141.0,Adult
T,F,S,Y,CC,Budget,Standard,2,3416.62,23.0,0,3,18.0,0.0,104.0,123.0,Adult
T,F,M,N,CH,FreeLocal,Standard,1,13829.4,24.0,0,1,45.0,0.0,8.0,34.0,Adult
F,F,M,N,Auto,FreeLocal,Standard,1,82931.3,65.0,0,1,19.0,0.0,118.0,137.0,Adult
F,F,M,N,CH,Budget,Standard,2,57483.9,44.0,0,3,17.0,0.0,27.0,44.0,Adult
T,F,S,N,Auto,FreeLocal,Standard,2,21274.0,46.0,0,3,10.0,0.0,32.0,43.0,Adult
F,F,M,N,CC,FreeLocal,Standard,2,28267.0,30.0,0,2,21.0,0.0,192.0,214.0,Adult
F,F,M,N,CH,Budget,Standard,2,36725.1,56.0,0,2,8.0,9.0,77.0,94.0,Adult
F,F,M,Y,CC,Budget,Standard,2,91861.0,42.0,0,3,15.0,0.0,6.0,22.0,Adult
T,F,S,Y,Auto,FreeLocal,Standard,1,12374.9,33.0,0,3,17.0,0.0,106.0,123.0,Adult
F,F,M,Y,CH,FreeLocal,Standard,2,69133.9,27.0,0,4,8.0,0.0,37.0,46.0,Adult
F,F,M,Y,CH,FreeLocal,Intnl_discount,2,84948.0,29.0,0,1,11.0,0.0,12.0,23.0,Adult
F,F,M,N,Auto,Budget,Standard,2,30998.8,41.0,0,4,2.0,0.0,50.0,52.0,Adult
F,M,M,N,CC,FreeLocal,Intnl_discount,2,21416.5,36.0,0,3,9.0,9.0,8.0,27.0,Adult
F,F,M,N,Auto,Budget,Standard,2,38215.9,31.0,0,2,0.0,0.0,0.0,0.0,Adult
F,F,M,N,CH,Budget,Intnl_discount,2,49745.3,48.0,0,2,2.0,0.0,24.0,27.0,Adult
F,F,M,Y,CC,FreeLocal,Intnl_discount,2,98003.7,26.0,0,2,1.0,0.0,83.0,84.0,Adult
T,M,S,N,CC,Budget,Intnl_discount,0,89142.7,54.0,0,3,3.0,8.0,5.0,16.0,Adult
T,F,S,N,CC,Budget,Standard,0,41000.0,22.0,0,1,28.0,0.0,262.0,265.0,Adult
F,F,M,N,CC,Budget,Intnl_discount,2,76289.2,48.0,0,3,22.0,0.0,82.0,104.0,Adult
F,M,S,Y,CC,FreeLocal,Standard,0,9309.57,25.0,0,2,8.0,0.0,99.0,108.0,Adult
T,F,M,N,Auto,FreeLocal,Intnl_discount,1,32962.6,24.0,0,3,25.0,0.0,26.0,48.0,Adult
T,F,S,N,CC,Budget,Intnl_discount,0,42000.0,21.0,0,3,39.0,0.0,154.0,168.0,Adult
F,F,D,N,Auto,Budget,Intnl_discount,1,77726.4,57.0,0,3,14.0,0.0,9.0,23.0,Adult
T,F,S,N,CC,FreeLocal,Standard,2,35089.0,18.0,0,3,42.0,2.0,38.0,62.0,Adult
T,F,S,N,CC,Budget,Standard,1,2800.68,46.0,0,1,28.0,0.0,106.0,134.0,Adult
F,F,M,N,CC,FreeLocal,Standard,2,90271.6,45.0,0,3,13.0,0.0,96.0,110.0,Adult
F,F,M,Y,CC,Budget,Standard,2,64816.6,31.0,0,4,21.0,0.0,6.0,27.0,Adult
F,F,M,N,CC,FreeLocal,Standard,2,98217.1,45.0,0,1,29.0,0.0,13.0,42.0,Adult
F,F,M,N,CC,Budget,Intnl_discount,2,36647.9,50.0,0,4,21.0,0.0,85.0,107.0,Adult
T,F,S,N,Auto,Budget,Intnl_discount,1,73338.0,48.0,0,1,20.0,0.0,9.0,29.0,Adult
T,F,S,N,CC,FreeLocal,Standard,0,433.74,61.0,0,3,3.0,0.0,40.0,44.0,Adult
T,F,M,N,CC,Budget,Standard,0,2031.61,20.0,0,4,21.0,0.0,87.0,109.0,Adult
F,F,M,N,CC,FreeLocal,Standard,0,55221.0,46.0,0,4,0.0,0.0,15.0,15.0,Adult
F,F,M,N,Auto,FreeLocal,Standard,1,8073.11,47.0,0,4,28.0,0.0,60.0,89.0,Adult
F,M,M,Y,CH,Budget,Standard,0,95448.6,54.0,0,3,24.0,0.0,5.0,29.0,Adult
F,M,S,N,CC,Budget,Intnl_discount,2,72084.7,56.0,0,1,29.0,0.0,9.0,38.0,Adult
F,F,S,N,CC,Budget,Standard,0,42760.5,48.0,0,4,13.0,0.0,40.0,53.0,Adult
F,F,S,N,Auto,Budget,Intnl_discount,1,49072.0,53.0,0,2,23.0,0.0,10.0,34.0,Adult
F,F,M,Y,CC,FreeLocal,Standard,0,27371.8,62.0,0,2,16.0,0.0,126.0,142.0,Adult
F,F,S,Y,CC,Budget,Standard,0,95786.8,41.0,0,2,21.0,0.0,87.0,108.0,Adult
T,M,S,N,CC,FreeLocal,Intnl_discount,0,90321.6,55.0,0,4,0.0,0.0,11.0,12.0,Adult
T,M,S,N,CH,FreeLocal,Standard,0,90478.6,55.0,0,4,18.0,0.0,136.0,154.0,Adult
F,F,M,N,CH,Budget,Standard,2,56187.0,43.0,0,3,8.0,0.0,13.0,21.0,Adult
T,F,S,N,CC,Budget,Intnl_discount,1,35000.0,24.0,0,2,23.0,0.0,206.0,229.0,Adult
F,M,M,N,CC,FreeLocal,Standard,0,9780.66,25.0,1,2,2.0,7.0,11.0,21.0,Adult
F,M,M,N,CC,FreeLocal,Standard,2,53010.8,19.0,4,3,12.0,0.0,46.0,58.0,Adult
F,M,M,N,CC,Budget,Intnl_discount,0,75004.5,65.0,0,1,26.0,0.0,32.0,58.0,Adult
F,M,M,N,CC,Budget,Standard,0,19749.3,60.0,0,2,20.0,0.0,13.0,34.0,Adult
F,M,S,N,CC,Budget,Intnl_discount,0,20078.0,33.0,0,2,9.0,0.0,6.0,15.0,Adult
F,F,M,N,Auto,FreeLocal,Standard,2,47902.0,26.0,1,2,17.0,4.0,49.0,72.0,Adult
T,F,S,N,CC,Budget,Standard,1,13576.5,39.0,0,3,14.0,0.0,25.0,40.0,Adult
F,F,M,N,CH,Budget,Intnl_discount,2,42031.8,51.0,0,1,20.0,0.0,39.0,59.0,Adult
T,F,S,N,Auto,Budget,Standard,1,13109.1,63.0,0,3,22.0,0.0,40.0,62.0,Adult
T,M,S,Y,CC,FreeLocal,Standard,0,74460.7,55.0,0,1,25.0,0.0,179.0,206.0,Adult
F,F,M,N,CC,FreeLocal,Intnl_discount,1,43894.5,40.0,0,2,29.0,0.0,40.0,69.0,Adult
T,F,S,N,Auto,Budget,Standard,2,28787.4,42.0,0,4,27.0,0.0,58.0,86.0,Adult
F,F,S,Y,CC,FreeLocal,Standard,1,94278.7,53.0,0,1,26.0,0.0,9.0,36.0,Adult
F,F,M,N,CH,Budget,Intnl_discount,0,91708.4,37.0,0,3,17.0,0.0,31.0,48.0,Adult
F,F,S,Y,CC,FreeLocal,Standard,0,64335.0,19.0,2,1,17.0,0.0,137.0,154.0,Adult
F,F,M,Y,Auto,FreeLocal,Standard,2,62061.8,46.0,0,4,29.0,0.0,52.0,82.0,Adult
F,F,S,N,CC,FreeLocal,Standard,0,76142.0,32.0,0,2,28.0,0.0,84.0,112.0,Adult
F,F,M,N,Auto,Budget,Standard,1,46513.5,30.0,2,2,17.0,0.0,41.0,58.0,Adult
F,M,S,N,CC,FreeLocal,Standard,1,1765.41,19.0,0,2,3.0,0.0,44.0,47.0,Adult
T,F,S,N,Auto,Budget,Standard,2,19131.1,56.0,0,4,22.0,0.0,34.0,57.0,Adult
F,F,S,N,Auto,FreeLocal,Intnl_discount,2,38280.0,34.0,0,2,11.0,0.0,74.0,86.0,Adult
F,M,M,N,CC,Budget,Standard,2,28766.9,47.0,0,3,6.0,0.0,58.0,64.0,Adult
F,F,M,N,CC,FreeLocal,Standard,1,56722.8,61.0,0,3,17.0,6.0,51.0,74.0,Adult
F,M,S,N,CC,Budget,Standard,0,72928.2,39.0,0,2,7.0,0.0,196.0,203.0,Adult
F,M,M,Y,CC,FreeLocal,Standard,2,91272.2,25.0,0,4,26.0,0.0,13.0,40.0,Adult
F,F,S,N,Auto,Budget,Standard,0,73228.3,70.0,0,1,22.0,0.0,28.0,50.0,Adult
T,M,M,N,CH,FreeLocal,Standard,1,64792.3,52.0,0,3,13.0,1.0,36.0,51.0,Adult
T,F,S,Y,CH,Budget,Intnl_discount,0,93322.1,40.0,0,1,29.0,0.0,8.0,38.0,Adult
F,M,M,Y,CC,Budget,Standard,2,49910.7,52.0,0,3,27.0,0.0,23.0,51.0,Adult
T,M,M,Y,CC,FreeLocal,Standard,1,92414.7,46.0,0,3,29.0,0.0,10.0,40.0,Adult
T,F,S,Y,Auto,Budget,Standard,2,14578.8,61.0,0,1,11.0,0.0,95.0,107.0,Adult
F,F,M,Y,CC,Budget,Standard,2,87578.2,53.0,0,2,0.0,0.0,22.0,22.0,Adult
F,F,M,N,Auto,FreeLocal,Intnl_discount,0,66666.0,60.0,4,2,29.0,0.0,90.0,119.0,Adult
F,M,M,N,CC,Budget,Intnl_discount,1,2067.82,48.0,0,1,15.0,0.0,70.0,85.0,Adult
F,M,S,Y,Auto,FreeLocal,Standard,0,30665.2,23.0,0,2,5.0,8.0,63.0,77.0,Adult
F,F,M,Y,CH,FreeLocal,Intnl_discount,1,98680.4,43.0,0,3,17.0,0.0,8.0,26.0,Adult
T,M,M,Y,CC,Budget,Standard,0,65619.7,46.0,0,3,13.0,0.0,144.0,158.0,Adult
F,F,M,Y,CC,Budget,Standard,1,95620.3,46.0,0,2,10.0,0.0,93.0,104.0,Adult
F,F,S,N,Auto,FreeLocal,Intnl_discount,0,85275.0,70.0,0,3,22.0,0.0,151.0,174.0,Adult
F,F,M,Y,CC,FreeLocal,Intnl_discount,1,66921.4,55.0,0,4,15.0,0.0,8.0,24.0,Adult
F,F,S,Y,Auto,Budget,Standard,2,57420.0,43.0,1,3,25.0,0.0,252.0,277.0,Adult
T,M,S,Y,CH,Budget,Intnl_discount,1,16432.1,21.0,0,3,20.0,8.0,80.0,109.0,Adult
T,F,S,Y,Auto,Budget,Intnl_discount,1,540.4,39.0,0,1,12.0,0.0,7.0,20.0,Adult
F,F,M,N,CC,FreeLocal,Standard,2,80087.7,42.0,0,2,8.0,0.0,22.0,31.0,Adult
F,F,M,N,CC,Budget,Standard,2,59691.3,38.0,0,4,21.0,0.0,256.0,278.0,Adult
F,M,S,N,CH,Budget,Intnl_discount,1,37626.0,34.0,0,2,7.0,8.0,71.0,87.0,Adult
T,F,S,Y,CC,Budget,Standard,2,3416.62,23.0,0,2,18.0,0.0,104.0,123.0,Adult
T,F,M,N,CH,FreeLocal,Standard,1,13829.4,20.0,0,4,45.0,0.0,8.0,34.0,Adult
F,F,M,N,Auto,FreeLocal,Standard,1,82931.3,65.0,0,1,19.0,0.0,118.0,137.0,Adult
F,F,M,N,CH,Budget,Standard,2,57483.9,44.0,0,1,17.0,0.0,27.0,44.0,Adult
F,F,M,N,CC,FreeLocal,Standard,2,28267.0,30.0,0,3,21.0,0.0,192.0,214.0,Adult
F,F,M,N,CH,Budget,Standard,2,36725.1,56.0,0,2,8.0,9.0,77.0,94.0,Adult
T,M,S,N,CC,Budget,Standard,1,94188.3,58.0,0,1,20.0,0.0,19.0,41.0,Adult
F,F,M,Y,CC,Budget,Standard,2,91861.0,42.0,0,1,15.0,0.0,6.0,22.0,Adult
T,F,S,Y,Auto,FreeLocal,Standard,1,12374.9,33.0,0,4,17.0,0.0,106.0,123.0,Adult
F,F,M,Y,CH,FreeLocal,Intnl_discount,2,84948.0,29.0,0,3,11.0,0.0,12.0,23.0,Adult
F,F,M,N,Auto,Budget,Standard,2,30998.8,41.0,0,2,2.0,0.0,50.0,52.0,Adult
T,F,M,N,CC,FreeLocal,Standard,1,14085.5,19.0,0,1,29.0,0.0,160.0,176.0,Adult
F,F,S,N,Auto,FreeLocal,Intnl_discount,0,74530.8,63.0,0,3,20.0,0.0,106.0,127.0,Adult
T,F,S,N,CC,Budget,Standard,0,32962.6,23.0,0,1,45.0,0.0,262.0,265.0,Adult
T,M,M,N,CC,Budget,Standard,1,66931.9,64.0,0,3,11.0,0.0,5.0,17.0,Adult
T,F,M,N,Auto,FreeLocal,Intnl_discount,1,42000.0,24.0,0,4,33.0,0.0,26.0,48.0,Adult
T,F,S,N,CC,Budget,Intnl_discount,0,43000.0,24.0,0,4,28.0,0.0,154.0,168.0,Adult
T,F,S,N,CC,Budget,Standard,0,42000.0,23.0,0,3,25.0,0.0,61.0,65.0,Adult
T,F,S,N,Auto,Budget,Standard,2,32098.0,22.0,0,4,38.0,0.0,35.0,41.0,Adult
F,F,S,N,Auto,Budget,Intnl_discount,0,77726.4,57.0,0,3,14.0,0.0,9.0,23.0,Adult
T,F,S,N,CC,FreeLocal,Standard,2,35000.0,19.0,0,3,39.0,2.0,38.0,62.0,Adult
T,F,S,N,CC,Budget,Standard,1,2800.68,46.0,0,4,28.0,0.0,106.0,134.0,Adult
F,F,M,Y,CC,Budget,Standard,2,64816.6,31.0,0,4,21.0,0.0,6.0,27.0,Adult
T,F,S,N,CC,Budget,Intnl_discount,0,15989.3,62.0,1,3,3.0,0.0,25.0,29.0,Adult
F,M,S,N,CH,FreeLocal,Intnl_discount,1,84978.1,22.0,0,2,5.0,7.0,76.0,88.0,Adult
T,F,M,N,CC,Budget,Intnl_discount,2,36647.9,50.0,0,1,21.0,0.0,85.0,107.0,Adult
T,F,S,N,CH,Budget,Intnl_discount,0,64319.2,41.0,0,1,3.0,0.0,37.0,40.0,Adult
